Symbol,Company Name,Sector
SOHU,Sohu.com Limited  - American Depositary Shares,Technology
SOLO,Electrameccanica Vehicles Corp. Ltd. - Common Stock,Consumer Discretionary
SOND,Sonder Holdings Inc. - Class A Common Stock,Consumer Discretionary
SONDW,Sonder Holdings Inc. - Warrants,Consumer Discretionary
SONM,"Sonim Technologies, Inc. - Common Stock",Utilities
SONN,"Sonnet BioTherapeutics Holdings, Inc. - Common Stock",Health Care
SONO,"Sonos, Inc. - Common Stock",Consumer Discretionary
SOPA,Society Pass Incorporated - Common Stock,Technology
SOPH,SOPHiA GENETICS SA - Ordinary Shares,Health Care
SOTK,Sono-Tek Corporation - Common Stock,Industrials
SOUN,"SoundHound AI, Inc. - Class A Common Stock",Technology
SOUNW,"SoundHound AI, Inc. - Warrant",Technology
SOVO,"Sovos Brands, Inc. - Common Stock",Consumer Staples
SOXQ,Invesco PHLX Semiconductor ETF,
SOXX,iShares Semiconductor ETF,
SP,SP Plus Corporation - Common Stock,
SPAM,Themes Cybersecurity ETF,
SPAQ,Horizon Kinetics SPAC Active ETF,
SPBC,Simplify U.S. Equity PLUS GBTC ETF,
SPC,CrossingBridge Pre-Merger SPAC ETF,
SPCB,"SuperCom, Ltd. - Ordinary Shares",Technology
SPCX,AXS SPAC and New Issue ETF,
SPEC,"Spectaire Holdings, Inc. - Common Stock",Finance
SPECW,"Spectaire Holdings, Inc. - Warrants",Finance
SPFI,"South Plains Financial, Inc. - Common Stock",Finance
SPGC,"Sacks Parente Golf, Inc. - Common Stock",
SPI,"SPI Energy Co., Ltd. - Ordinary Shares",Technology
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,
SPKLU,Spark I Acquisition Corp. - Unit,
SPKLW,Spark I Acquisition Corp. - Warrant,
SPLK,Splunk Inc. - Common Stock,Technology
SPNS,Sapiens International Corporation N.V. - Common Shares,Technology
SPOK,"Spok Holdings, Inc. - Common Stock",Telecommunications
SPPL,SIMPPLE LTD. - Ordinary Shares,
SPRB,"Spruce Biosciences, Inc. - Common Stock",Health Care
SPRC,SciSparc Ltd. - Ordinary Shares,Health Care
SPRO,"Spero Therapeutics, Inc. - Common Stock",Health Care
SPRX,Spear Alpha ETF,
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",Health Care
SPSC,"SPS Commerce, Inc. - Common Stock",Technology
SPT,"Sprout Social, Inc - Class A Common Stock",Technology
SPTN,SpartanNash Company - Common Stock,Consumer Discretionary
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",Consumer Discretionary
SPWR,SunPower Corporation - Common Stock,Technology
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",Real Estate
SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",Real Estate
SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",Real Estate
SQLV,Royce Quant Small-Cap Quality Value ETF,
SQQQ,ProShares UltraPro Short QQQ,
SRAD,Sportradar Group AG - Class A Ordinary Shares,Technology
SRBK,"SR Bancorp, Inc. - Common stock",
SRCE,1st Source Corporation - Common Stock,Finance
SRCL,"Stericycle, Inc. - Common Stock",Utilities
SRDX,"Surmodics, Inc. - Common Stock",Health Care
SRET,Global X SuperDividend REIT ETF,
SRM,"SRM Entertainment, Inc. - Common Stock",
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",Health Care
SRRK,Scholar Rock Holding Corporation - Common Stock,Health Care
SRTS,"Sensus Healthcare, Inc. - Common Stock",Health Care
SRZN,"Surrozen, Inc. - Common Stock",Health Care
SRZNW,"Surrozen, Inc. - Warrant",Health Care
SSBI,Summit State Bank - Common Stock,Finance
SSBK,"Southern States Bancshares, Inc. - Common Stock",Finance
SSIC,Silver Spike Investment Corp. - Common Stock,Health Care
SSKN,"Strata Skin Sciences, Inc. - Common Stock",Health Care
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",Technology
SSNT,"SilverSun Technologies, Inc. - Common Stock",Technology
SSP,E.W. Scripps Company (The) - Class A Common Stock,Industrials
SSRM,SSR Mining Inc. - Common Stock,
SSSS,SuRo Capital Corp. - Closed End Fund,Finance
SSSSL,SuRo Capital Corp. - 6.00% Notes due 2026,Finance
SSTI,"SoundThinking, Inc. - Common Stock",Technology
SSYS,"Stratasys, Ltd. - Common Stock",Technology
STAA,STAAR Surgical Company - Common Stock,Health Care
STAF,"Staffing 360 Solutions, Inc. - Common Stock",Consumer Discretionary
STBA,"S&T Bancorp, Inc. - Common Stock",Finance
STBX,Starbox Group Holdings Ltd. - Ordinary Shares,
STCN,"Steel Connect, Inc. - Common Stock",Consumer Discretionary
STEP,StepStone Group Inc. - Class A Common Stock,Finance
STER,Sterling Check Corp. - Common Stock,Technology
STGW,Stagwell Inc. - Class A Common Stock,Consumer Discretionary
STHO,Star Holdings - Shares of Beneficial Interest,Real Estate
STIM,"Neuronetics, Inc. - Common Stock",Health Care
STIX,"Semantix, Inc. - Ordinary Shares",Technology
STIXW,"Semantix, Inc. - Warrant",Technology
STKH,Steakholder Foods Ltd. - American Depositary Shares,Consumer Staples
STKL,"SunOpta, Inc. - Common Stock",Basic Materials
STKS,"The ONE Group Hospitality, Inc. - Common Stock",Consumer Discretionary
STLD,"Steel Dynamics, Inc. - Common Stock",Industrials
STNE,StoneCo Ltd. - Class A Common Share,Technology
STOK,"Stoke Therapeutics, Inc. - Common Stock",Health Care
STRA,"Strategic Education, Inc. - Common Stock",Real Estate
STRC,Sarcos Technology and Robotics Corporation - Common stock,Industrials
STRCW,Sarcos Technology and Robotics Corporation - Warrant,Industrials
STRL,"Sterling Infrastructure, Inc. - Common Stock",Industrials
STRM,"Streamline Health Solutions, Inc. - Common Stock",Technology
STRO,"Sutro Biopharma, Inc. - Common Stock",Health Care
STRR,"Star Equity Holdings, Inc. - Common Stock",Health Care
STRRP,"Star Equity Holdings, Inc. - Series A Cumulative Perpetual Preferred Stock",Health Care
STRS,Stratus Properties Inc. - Common Stock,Real Estate
STRT,STRATTEC SECURITY CORPORATION - Common Stock,Consumer Discretionary
STSS,Sharps Technology Inc. - Common Stock,Health Care
STSSW,Sharps Technology Inc. - Warrant,Finance
STTK,"Shattuck Labs, Inc. - Common Stock",Health Care
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),Technology
STXD,Strive 1000 Dividend Growth ETF,
STXG,Strive 1000 Growth ETF,
STXK,Strive Small-Cap ETF,
STXV,Strive 1000 Value ETF,
SUNW,"Sunworks, Inc. - Common Stock",Miscellaneous
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",Health Care
SURG,"SurgePays, Inc. - Common Stock",Consumer Discretionary
SURGW,"SurgePays, Inc. - Warrant",Consumer Discretionary
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,
SUSC,iShares ESG Aware USD Corporate Bond ETF,
SUSL,iShares ESG MSCI USA Leaders ETF,
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Health Care
SVC,Service Properties Trust - Shares of Beneficial Interest,Real Estate
SVFD,"Save Foods, Inc. - Common Stock",Consumer Staples
SVII,Spring Valley Acquisition Corp. II - Class A Ordinary Shares,Finance
SVIIR,Spring Valley Acquisition Corp. II - Rights,
SVIIU,Spring Valley Acquisition Corp. II - Units,Finance
SVIIW,Spring Valley Acquisition Corp. II - Warrant,Finance
SVMH,SRIVARU Holding Limited - Ordinary Shares,
SVMHW,SRIVARU Holding Limited - Warrant,
SVRA,"Savara, Inc. - Common Stock",Health Care
SVRE,SaverOne 2014 Ltd. - American Depositary Shares,
SVREW,SaverOne 2014 Ltd. - Warrant,
SWAG,"Stran & Company, Inc. - Common Stock",Consumer Discretionary
SWAGW,"Stran & Company, Inc. - Warrant",Consumer Discretionary
SWAV,"ShockWave Medical, Inc. - Common Stock",Health Care
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",Industrials
SWIM,"Latham Group, Inc. - Common Stock",Industrials
SWIN,Solowin Holdings - Ordinary Share,
SWKH,SWK Holdings Corporation - Common Stock,Finance
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,
SWKS,"Skyworks Solutions, Inc. - Common Stock",Technology
SWSS,Clean Energy Special Situations Corp.  - Common stock,Finance
SWSSU,Clean Energy Special Situations Corp.  - Unit,Finance
SWSSW,Clean Energy Special Situations Corp.  - Warrant,Finance
SWTX,"SpringWorks Therapeutics, Inc. - common stock",Health Care
SWVL,Swvl Holdings Corp - Class A Common Shares,Consumer Discretionary
SWVLW,Swvl Holdings Corp - Warrant,Consumer Discretionary
SXTC,"China SXT Pharmaceuticals, Inc. - Common Stock",Health Care
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",Health Care
SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",Health Care
SY,So-Young International Inc. - American Depository Shares,Technology
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",Finance
SYBX,"Synlogic, Inc. - Common Stock",Health Care
SYM,Symbotic Inc. - Class A Common Stock,Industrials
SYNA,Synaptics Incorporated - Common Stock,Technology
SYPR,"Sypris Solutions, Inc. - Common Stock",Industrials
SYRA,Syra Health Corp. - Class A Common Stock,Industrials
SYRE,"Spyre Therapeutics, Inc. - Common Stock",Health Care
SYRS,"Syros Pharmaceuticals, Inc. - Common Stock",Health Care
SYT,"SYLA Technologies Co., Ltd. - American Depositary Shares",Finance
SYTA,"Siyata Mobile, Inc. - Common Shares",Industrials
SYTAW,"Siyata Mobile, Inc. - Warrant",Telecommunications
SZZL,Sizzle Acquisition Corp. - Common stock,Finance
SZZLU,Sizzle Acquisition Corp. - Unit,Finance
SZZLW,Sizzle Acquisition Corp. - Warrant,Finance
TACT,TransAct Technologies Incorporated - Common Stock,Technology
TAIT,Taitron Components Incorporated - Class A Common Stock,Technology
TALK,"Talkspace, Inc. - Common Stock",Health Care
TALKW,"Talkspace, Inc. - Warrant",Health Care
TANH,Tantech Holdings Ltd. - Common Shares,
TAOP,Taoping Inc. - Ordinary Shares,Technology
TARA,"Protara Therapeutics, Inc.  - Common Stock",Health Care
TARK,AXS 2X Innovation ETF,
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",Health Care
TASK,"TaskUs, Inc. - Class A Common Stock",Technology
TAST,"Carrols Restaurant Group, Inc. - Common Stock",Consumer Discretionary
TATT,TAT Technologies Ltd. - Ordinary Shares,Industrials
TAYD,"Taylor Devices, Inc. - Common Stock",Industrials
TBBK,"The Bancorp, Inc. - Common Stock",Finance
TBIL,US Treasury 3 Month Bill ETF,
TBIO,"Telesis Bio, Inc. - Common Stock",Health Care
TBLA,Taboola.com Ltd. - Ordinary Shares,Technology
TBLAW,Taboola.com Ltd. - Warrant,Technology
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,Finance
TBLT,"ToughBuilt Industries, Inc. - Common Stock",Consumer Discretionary
TBMC,Trailblazer Merger Corporation I - Class A Common Stock,Finance
TBMCR,Trailblazer Merger Corporation I - Rights,Finance
TBNK,Territorial Bancorp Inc. - Common Stock,Finance
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",Health Care
TC,TuanChe Limited - American Depositary Shares,Consumer Discretionary
TCBC,"TC Bancshares, Inc. - Common Stock",Finance
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",Finance
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",Finance
TCBK,TriCo Bancshares - Common Stock,Finance
TCBP,TC BioPharm (Holdings) plc - American Depositary Shares,Health Care
TCBPW,TC BioPharm (Holdings) plc - Warrants,Health Care
TCBS,"Texas Community Bancshares, Inc. - Common Stock",Finance
TCBX,"Third Coast Bancshares, Inc. - Common Stock",Finance
TCHI,iShares MSCI China Multisector Tech ETF,
TCJH,Top KingWin Ltd - Class A Ordinary Shares,Consumer Discretionary
TCMD,"Tactile Systems Technology, Inc. - Common Stock",Health Care
TCOM,Trip.com Group Limited - American Depositary Shares,Consumer Discretionary
TCON,"TRACON Pharmaceuticals, Inc. - Common Stock",Health Care
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,Finance
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",Health Care
TCRX,"TScan Therapeutics, Inc. - Common Stock",Health Care
TCX,Tucows Inc. - Common Stock,Technology
TDI,Touchstone Dynamic International ETF,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,
TDSB,Cabana Target Drawdown 7 ETF,
TDSC,Cabana Target Drawdown 10 ETF,
TDSD,Cabana Target Drawdown 13 ETF,
TDSE,Cabana Target Drawdown 16 ETF,
TDUP,ThredUp Inc. - Class A Common Stock,Consumer Discretionary
TEAM,Atlassian Corporation  - Class A Common Stock,Technology
TECH,Bio-Techne Corp - Common Stock,Health Care
TECTP,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",Finance
TEDU,"Tarena International, Inc. - American Depositary Shares",Real Estate
TELA,"TELA Bio, Inc. - Common stock",Health Care
TENB,"Tenable Holdings, Inc. - Common Stock",Technology
TENK,TenX Keane Acquisition - Ordinary Share,Finance
TENKR,TenX Keane Acquisition - Right,Finance
TENKU,TenX Keane Acquisition - Unit,Finance
TENX,"Tenax Therapeutics, Inc. - Common Stock",Health Care
TER,"Teradyne, Inc. - Common Stock",Industrials
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",Health Care
TETE,Technology & Telecommunication Acquisition Corporation - Class A Ordinary Shares,
TETEU,Technology & Telecommunication Acquisition Corporation - Unit,
TETEW,Technology & Telecommunication Acquisition Corporation - Warrant,
TFFP,"TFF Pharmaceuticals, Inc. - Common Stock",Health Care
TFIN,"Triumph Financial, Inc. - Common Stock",Finance
TFINP,"Triumph Financial, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",Finance
TFSL,TFS Financial Corporation - Common Stock,Finance
TGAA,Target Global Acquisition I Corp. - Class A Ordinary Share,Finance
TGAAU,Target Global Acquisition I Corp. - Unit,Finance
TGAAW,Target Global Acquisition I Corp. - Warrant,Finance
TGAN,"Transphorm, Inc. - Common Stock",Technology
TGL,Treasure Global Inc. - Common Stock,Technology
TGTX,"TG Therapeutics, Inc. - Common Stock",Health Care
TGVC,TG Venture Acquisition Corp. - Class A Common Stock,Finance
TGVCU,TG Venture Acquisition Corp. - Units,Finance
TGVCW,TG Venture Acquisition Corp. - Warrants,Finance
TH,Target Hospitality Corp. - Common Stock,Consumer Discretionary
THAR,"Tharimmune, Inc. - Common Stock",Health Care
THCH,TH International Limited - Ordinary shares,Finance
THCP,"Thunder Bridge Capital Partners IV, Inc. - Class A Common Stock",Industrials
THCPU,"Thunder Bridge Capital Partners IV, Inc. - Unit",Industrials
THCPW,"Thunder Bridge Capital Partners IV, Inc. - Warrant",Industrials
THFF,First Financial Corporation Indiana - Common Stock,Finance
THMO,"ThermoGenesis Holdings, Inc. - Common Stock",Industrials
THRD,"Third Harmonic Bio, Inc. - Common Stock",Health Care
THRM,Gentherm Inc - Common Stock,Consumer Discretionary
THRX,"Theseus Pharmaceuticals, Inc. - Common Stock",Health Care
THRY,"Thryv Holdings, Inc. - Common Stock",Industrials
THTX,Theratechnologies Inc. - Common Shares,Health Care
THWWW,Target Hospitality Corp. - Warrant expiring 3/15/2024,Consumer Discretionary
TIGO,Millicom International Cellular S.A. - Common Stock,Telecommunications
TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,Finance
TIL,"Instil Bio, Inc. - Common Stock",Health Care
TILE,"Interface, Inc. - Common Stock",Consumer Discretionary
TIO,"Tingo Group, Inc. - Common Stock",Finance
TIPT,Tiptree Inc. - Common Stock,Finance
TIRX,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,Finance
TITN,Titan Machinery Inc. - Common Stock,Consumer Discretionary
TIVC,"Tivic Health Systems, Inc. - Common stock",Health Care
TKLF,"Yoshitsu Co., Ltd - American Depositary Shares",Consumer Discretionary
TKNO,"Alpha Teknova, Inc. - Common Stock",Health Care
TLF,"Tandy Leather Factory, Inc. - common stock",Consumer Discretionary
TLGY,TLGY Acquisition Corporation - Class A Ordinary Share,Finance
TLGYU,TLGY Acquisition Corporation - Unit,Finance
TLGYW,TLGY Acquisition Corporation - Warrant,Finance
TLIS,Talis Biomedical Corporation - common stock,Health Care
TLRY,"Tilray Brands, Inc. - Common Stock",Health Care
TLS,Telos Corporation - Common Stock,Technology
TLSA,Tiziana Life Sciences Ltd - Common Shares,Health Care
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",Health Care
TLSIW,"TriSalus Life Sciences, Inc. - Warrant",Health Care
TLT,iShares 20+ Year Treasury Bond ETF,
TMC,TMC the metals company Inc. - Common Stock,Basic Materials
TMCI,"Treace Medical Concepts, Inc. - Common Stock",Health Care
TMCWW,TMC the metals company Inc. - Warrant,
TMDX,"TransMedics Group, Inc. - Common Stock",Health Care
TMET,iShares Transition-Enabling Metals ETF,
TMTC,TMT Acquisition Corp - Ordinary Shares,Finance
TMTCR,TMT Acquisition Corp - Rights,Finance
TMTCU,TMT Acquisition Corp - Unit,Finance
TMUS,"T-Mobile US, Inc. - Common Stock",Telecommunications
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",Health Care
TNGX,"Tango Therapeutics, Inc. - Common Stock",Health Care
TNON,"Tenon Medical, Inc. - Common Stock",Health Care
TNONW,"Tenon Medical, Inc. - Warrant",Health Care
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,Health Care
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",Health Care
TOI,"The Oncology Institute, Inc. - Common Stock",Health Care
TOIIW,"The Oncology Institute, Inc. - Warrant",Health Care
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",Finance
TOP,TOP Financial Group Limited - Ordinary Shares,Finance
TOPS,TOP Ships Inc. - Common Stock,Consumer Discretionary
TORO,Toro Corp. - Common stock,Consumer Discretionary
TOUR,Tuniu Corporation - American Depositary Shares,Consumer Discretionary
TOWN,Towne Bank - Common Stock,Finance
TPCS,TechPrecision Corporation - Common stock,Industrials
TPG,TPG Inc. - Class A Common Stock,Finance
TPIC,"TPI Composites, Inc. - Common Stock",Industrials
TPST,"Tempest Therapeutics, Inc. - Common Stock",Health Care
TQQQ,ProShares UltraPro QQQ,
TRDA,"Entrada Therapeutics, Inc. - Common Stock",Health Care
TREE,"LendingTree, Inc. - Common Stock",Finance
TRIB,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares,Health Care
TRIN,Trinity Capital Inc. - Common Stock,Finance
TRINL,Trinity Capital Inc. - 7.00% Notes Due 2025,Finance
TRIP,"TripAdvisor, Inc. - Common Stock",Technology
TRMB,Trimble Inc. - Common Stock,Industrials
TRMD,TORM plc - Class A Common Stock,Consumer Discretionary
TRMK,Trustmark Corporation - Common Stock,Finance
TRML,"Tourmaline Bio, Inc.  - Common Stock",Health Care
TRMR,Tremor International Ltd. - American Depository Shares,Technology
TRNR,Interactive Strength Inc. - Common Stock,Technology
TRNS,"Transcat, Inc. - Common Stock",Industrials
TRON,Corner Growth Acquisition Corp. 2 - Class A Ordinary Share,Finance
TRONU,Corner Growth Acquisition Corp. 2 - Units,Finance
TRONW,Corner Growth Acquisition Corp. 2 - Warrants,Finance
TROO,"TROOPS, Inc.  - Ordinary Shares",Technology
TROW,"T. Rowe Price Group, Inc. - Common Stock",Finance
TRS,TriMas Corporation - Common Stock,Industrials
TRST,TrustCo Bank Corp NY - Common Stock,Finance
TRUE,"TrueCar, Inc. - Common Stock",Technology
TRUP,"Trupanion, Inc. - Common Stock",Health Care
TRVG,trivago N.V. - American Depositary Shares,Technology
TRVI,"Trevi Therapeutics, Inc. - Common Stock",Health Care
TRVN,"Trevena, Inc. - Common Stock",Health Care
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,Industrials
TSBK,"Timberland Bancorp, Inc. - Common Stock",Finance
TSBX,Turnstone Biologics Corp. - Common Stock,
TSCO,Tractor Supply Company - Common Stock,Consumer Discretionary
TSDD,GraniteShares 1.5x Short TSLA Daily ETF,
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,Technology
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",Health Care
TSL,GraniteShares 1.25x Long TSLA Daily ETF,
TSLA,"Tesla, Inc.  - Common Stock",Consumer Discretionary
TSLL,Direxion Daily TSLA Bull 1.5X Shares,
TSLQ,AXS TSLA Bear Daily ETF,
TSLR,GraniteShares 1.75x Long TSLA Daily ETF,
TSLS,Direxion Daily TSLA Bear 1X Shares,
TSLT,T-REX 2X Long Tesla Daily Target ETF,
TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,
TSP,TuSimple Holdings Inc. - Class A Common Stock,Industrials
TSRI,"TSR, Inc. - Common Stock",Technology
TSVT,"2seventy bio, Inc. - Common Stock",Health Care
TTD,"The Trade Desk, Inc. - Class A Common Stock",Technology
TTEC,"TTEC Holdings, Inc. - Common Stock",Consumer Discretionary
TTEK,"Tetra Tech, Inc. - Common Stock",Consumer Discretionary
TTGT,"TechTarget, Inc. - Common Stock",Telecommunications
TTMI,"TTM Technologies, Inc. - Common Stock",Technology
TTNP,"Titan Pharmaceuticals, Inc. - Common Stock",Health Care
TTOO,"T2 Biosystems, Inc. - Common Stock",Health Care
TTSH,"Tile Shop Holdings, Inc. - Common Stock",Finance
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",Technology
TUG,STF Tactical Growth ETF,
TUGN,STF Tactical Growth & Income ETF,
TUR,iShares MSCI Turkey ETF,
TURB,"Turbo Energy, S.A. - American Depositary Shares",
TURN,180 Degree Capital Corp. - Closed End Fund,Finance
TUSK,"Mammoth Energy Services, Inc. - Common Stock",Energy
TVTX,"Travere Therapeutics, Inc. - Common Stock",Health Care
TW,Tradeweb Markets Inc. - Class A Common Stock,Finance
TWEB,SoFi Web 3 ETF,
TWIN,"Twin Disc, Incorporated - Common Stock",Industrials
TWKS,"Thoughtworks Holding, Inc. - Common Stock",Technology
TWLV,Twelve Seas Investment Company II - Class A Common Stock,Finance
TWLVU,Twelve Seas Investment Company II - Unit,Finance
TWLVW,Twelve Seas Investment Company II - Warrant,Finance
TWOU,"2U, Inc. - Common Stock",Technology
TWST,Twist Bioscience Corporation - Common Stock,Health Care
TXG,"10x Genomics, Inc. - Common Stock",Industrials
TXMD,"TherapeuticsMD, Inc. - Common Stock",Health Care
TXN,Texas Instruments Incorporated - Common Stock,Technology
TXRH,"Texas Roadhouse, Inc. - Common Stock",Consumer Discretionary
TYGO,"Tigo Energy, Inc. - Common Stock",Technology
TYRA,"Tyra Biosciences, Inc. - Common Stock",Health Care
TZOO,Travelzoo - Common Stock,Consumer Discretionary
UAE,iShares MSCI UAE ETF,
UAL,"United Airlines Holdings, Inc. - Common Stock",Consumer Discretionary
UBCP,"United Bancorp, Inc. - Common Stock",Finance
UBFO,United Security Bancshares - Common Stock,Finance
UBND,VictoryShares Core Plus Intermediate Bond ETF,
UBSI,"United Bankshares, Inc. - Common Stock",Finance
UBX,"Unity Biotechnology, Inc. - Common Stock",Health Care
UCAR,U Power Limited - Ordinary Shares,Consumer Discretionary
UCBI,"United Community Banks, Inc. - Common Stock",Finance
UCBIO,"United Community Banks, Inc. - Depositary Shares each representing 1/1,000th interest in a share of Series I Non-Cumulative Preferred Stock",Finance
UCL,uCloudlink Group Inc. - American Depositary Shares,Consumer Discretionary
UCRD,VictoryShares Corporate Bond ETF,
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",Technology
UCYB,ProShares Ultra Nasdaq Cybersecurity,
UDMY,"Udemy, Inc. - Common Stock",Real Estate
UEIC,Universal Electronics Inc. - Common Stock,Consumer Staples
UEVM,VictoryShares Emerging Markets Value Momentum ETF,
UFCS,"United Fire Group, Inc - Common Stock",Finance
UFIV,US Treasury 5 Year Note ETF,
UFO,Procure Space ETF,
UFPI,"UFP Industries, Inc. - Common Stock",Basic Materials
UFPT,"UFP Technologies, Inc. - Common Stock",Health Care
UG,"United-Guardian, Inc. - Common Stock",Consumer Discretionary
UGRO,"urban-gro, Inc. - Common Stock",Consumer Discretionary
UHG,"United Homes Group, Inc - Class A Common Stock",Consumer Discretionary
UHGWW,"United Homes Group, Inc - Warrant",Consumer Discretionary
UITB,VictoryShares Core Intermediate Bond ETF,
UIVM,VictoryShares International Value Momentum ETF,
UK,Ucommune International Ltd  - Ordinary Shares,Consumer Discretionary
UKOMW,Ucommune International Ltd  - Warrant expiring 11/17/2025,Consumer Discretionary
ULBI,Ultralife Corporation - Common Stock,Miscellaneous
ULCC,"Frontier Group Holdings, Inc. - Common Stock",Consumer Discretionary
ULH,"Universal Logistics Holdings, Inc. - Common Stock",Industrials
ULTA,"Ulta Beauty, Inc. - Common Stock",Consumer Discretionary
ULVM,VictoryShares US Value Momentum ETF,
ULY,Urgent.ly Inc. - Common Stock,
UMBF,UMB Financial Corporation - Common Stock,Finance
UMMA,Wahed Dow Jones Islamic World ETF,
UNB,"Union Bankshares, Inc. - Common Stock",Finance
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",Health Care
UNIT,Uniti Group Inc. - Common Stock,Real Estate
UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,
UNTY,"Unity Bancorp, Inc. - Common Stock",Finance
UONE,"Urban One, Inc.  - Class A Common Stock",Consumer Discretionary
UONEK,"Urban One, Inc.  - Class D Common Stock",Consumer Discretionary
UPBD,"Upbound Group, Inc. - Common Stock",Consumer Discretionary
UPC,Universe Pharmaceuticals Inc - Ordinary Shares,Health Care
UPGR,Xtrackers US Green Infrastructure Select Equity ETF,
UPLD,"Upland Software, Inc. - Common Stock",Technology
UPST,"Upstart Holdings, Inc. - Common stock",Finance
UPWK,Upwork Inc. - Common Stock,Technology
UPXI,"Upexi, Inc. - Common Stock",Health Care
URBN,"Urban Outfitters, Inc. - Common Stock",Consumer Discretionary
URGN,UroGen Pharma Ltd. - Ordinary Shares,Health Care
URNJ,Sprott Junior Uranium Miners ETF,
UROY,Uranium Royalty Corp. - Common Stock,
USAP,"Universal Stainless & Alloy Products, Inc. - Common Stock",Industrials
USAU,U.S. Gold Corp. - Common Stock,Basic Materials
USBF,iShares USD Bond Factor ETF,
USCB,"USCB Financial Holdings, Inc.  - Class A Common Stock",Finance
USCF,Themes US Cash Flow Champions ETF,
USCL,iShares Climate Conscious & Transition MSCI USA ETF,
USCT,Roth CH Acquisition Co. - Class A Ordinary Shares,Finance
USCTU,Roth CH Acquisition Co. - Unit,Finance
USCTW,Roth CH Acquisition Co. - Warrant,Finance
USEA,United Maritime Corporation - Common Stock,Consumer Discretionary
USEG,U.S. Energy Corp. - Common Stock,Energy
USFI,BrandywineGLOBAL - U.S. Fixed Income ETF,
USGO,U.S. GoldMining Inc. - Common stock,Basic Materials
USGOW,U.S. GoldMining Inc. - Warrant,Basic Materials
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,
USIO,"Usio, Inc. - Common Stock",Finance
USLM,"United States Lime & Minerals, Inc. - Common Stock",Industrials
USMC,Principal U.S. Mega-Cap ETF,
USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,
USRD,Themes US R&D Champions ETF,
USTB,VictoryShares Short-Term Bond ETF,
USVM,VictoryShares US Small Mid Cap Value Momentum ETF,
USVN,US Treasury 7 Year Note ETF,
USXF,iShares ESG Advanced MSCI USA ETF,
UTEN,US Treasury 10 Year Note ETF,
UTHR,United Therapeutics Corporation - Common Stock,Health Care
UTHY,US Treasury 30 Year Bond ETF,
UTMD,"Utah Medical Products, Inc. - Common Stock",Health Care
UTRE,US Treasury 3 Year Note ETF,
